Province,Region,Mean_Admin_Prop,H0_PersistentEntropy,H0_L2_Norm,H0_Total_Persistence
ABRA,CAR,0.42300173397248797,0.9538009633414235,1.0573292586440175,17.69554794465363
AGUSAN DEL NORTE,Region 13,0.3846592128117776,0.9656427509054923,0.5968837207167069,13.928279855823497
AGUSAN DEL SUR,Region 13,0.38237744250088523,0.9581345804934525,1.2950556413823122,19.018306334087917
AKLAN,Region 6,0.31121571104765855,0.9677985054577058,0.4515699075061895,12.16674708096378
ALBAY,Region 5,0.26401103898024286,0.9739576109558542,0.418687636526229,18.22027855568559
ANTIQUE,Region 6,0.2909534217887106,0.9749443288807522,0.342218730857163,18.435226654206
APAYAO,CAR,0.3679110826538904,0.9798720209926517,0.3631524503092246,7.2832811901831755
AURORA,Region 3,0.34073190884186416,0.9730148655950265,0.29451843079383533,5.590303474304351
BASILAN,BARMM,0.4880817197353931,0.9277401829800311,5.389301176238712,32.74116643487834
BATAAN,Region 3,0.33797901385275486,0.9752601686040474,0.3032486613888551,6.76864942659386
BATANES,Region 2,0.2984769733656534,0.9535535345635625,0.4917138048579746,1.887695544953414
BATANGAS,Region 4-A,0.30403945863627185,0.9789761921511433,0.2065730403483393,20.31622783580874
BENGUET,CAR,0.3674083556699323,0.9699589374492051,0.3880031046083686,14.824555995294226
BILIRAN,Region 8,0.39663402549194404,0.9694090786686798,0.41602177003157537,6.578280092717444
BOHOL,Region 7,0.37688913797373125,0.9774776440556773,0.30908863713015017,25.891820583646748
BUKIDNON,Region 10,0.42790863827820547,0.9616259620745011,0.5680663607460674,18.430456317289252
BULACAN,Region 3,0.32406775157407014,0.9743312851411853,0.19114324508384134,12.256488520636657
CAGAYAN,Region 2,0.36899527912368524,0.9725272716511033,0.4456005180865608,21.907491736046662
CAMARINES NORTE,Region 5,0.2905452422332773,0.9766703908935411,0.25664112836171615,8.842400810022399
CAMARINES SUR,Region 5,0.2532946759560823,0.9776362023258878,0.42584085885478257,28.937627184181707
CAMIGUIN,Region 10,0.41149312673272853,0.9555620423359922,0.5996174675382848,4.3545944011849205
CAPIZ,Region 6,0.2973982663320532,0.9652925485855478,0.538943741055678,15.439920402159643
CATANDUANES,Region 5,0.29000448212834345,0.9804402285175685,0.19995289034519956,9.179358528422778
CAVITE,Region 4-A,0.33380338239629864,0.9766546131885239,0.22820908914376165,10.074524425463558
CEBU,Region 7,0.36309778676762416,0.9590983684209843,0.8774280493164816,30.90504905163004
COTABATO,Region 12,0.3871929977048613,0.9446470321853098,1.9064907820487806,24.17848842773838
DAVAO DE ORO,Region 11,0.4597288556492489,0.9698615435466094,0.35366480256442356,10.674728863676062
DAVAO DEL NORTE,Region 11,0.42627221210811694,0.9662314432522517,0.4481999640409958,11.174994556523284
DAVAO DEL SUR,Region 11,0.461816154733669,0.9679615128326651,0.6896504945252399,21.800417082222562
DAVAO OCCIDENTAL,Region 11,0.4480782701952197,0.9595774761202543,1.0782785353066233,10.490338957649852
DAVAO ORIENTAL,Region 11,0.39485369388198166,0.9654711277612116,0.37207997509000595,8.997436755161932
DINAGAT ISLANDS,Region 13,0.44817023139570683,0.9534741850234837,1.2733380131777612,8.725534509769323
EASTERN SAMAR,Region 8,0.31187544010327106,0.9624827743317318,0.7698500186573844,19.849163163263675
GUIMARAS,Region 6,0.28911997793594274,0.9747907021596667,0.17422127271021104,3.2800511487131763
IFUGAO,CAR,0.30717834985908626,0.9724859701931203,0.417532900873286,10.238662549591895
ILOCOS NORTE,Region 1,0.45139565807557025,0.9604122147804369,0.819878592877677,16.68064621837611
ILOCOS SUR,Region 1,0.4323879151450684,0.9713470916387001,0.6332451643205962,23.883000478096676
ILOILO,Region 6,0.28832668487959456,0.9662694410497286,1.7990456187866177,36.07737442098967
ISABELA,Region 2,0.36782580136793364,0.9702529582228111,0.8357732156035572,32.201380540050295
KALINGA,CAR,0.35772377795644256,0.9616549237655173,0.7095668379044142,11.26111442138052
LA UNION,Region 1,0.4044409821913881,0.974888031419735,0.29588567139792166,13.935699738435803
LAGUNA,Region 4-A,0.32005234619932665,0.9714101400354631,0.2738461518520391,12.311997041813092
LANAO DEL NORTE,Region 10,0.41411520610406066,0.9106966162987228,6.273696676069436,36.05257642833192
LANAO DEL SUR,BARMM,0.37147346821927574,0.9339098564538666,4.145387417613534,25.67521139173515
LEYTE,Region 8,0.38430150476233127,0.9628851619387557,1.301377225555053,52.289057996694424
MAGUINDANAO,BARMM,0.42442026701629676,0.9515451468758026,3.2405683119728397,53.00099957433705
MARINDUQUE,Region 4-B,0.30263578149363424,0.9781386047318165,0.2524016340612656,7.12803628180624
MASBATE,Region 5,0.3154807325260983,0.9660793111149114,0.6314290283166426,23.958968480599896
MISAMIS OCCIDENTAL,Region 10,0.38579722849214565,0.9701670704139971,1.133419613235215,25.155060966854887
MISAMIS ORIENTAL,Region 10,0.4060941890594476,0.9704187254374882,0.3083027282090079,13.44215137477721
MOUNTAIN PROVINCE,CAR,0.3434060101880003,0.9816978684251358,0.218862245263728,8.774131383572126
NCR - FOURTH DISTRICT,NCR,0.30191118155523955,0.9670098774447935,0.23435298688127376,5.311610502056828
NCR - MANILA,NCR,0.29927842761931567,0.9579014565704853,0.17606625015321173,2.6225931594307417
NCR - SECOND DISTRICT,NCR,0.29001144893243747,0.9674878776544698,0.2118838155383446,7.307206102200829
NCR - THIRD DISTRICT,NCR,0.3344092586712133,0.9808988547600959,0.07341348927636597,3.49070736490106
NEGROS OCCIDENTAL,Region 6,0.3157657580391551,0.9695236457309073,0.7488326625777529,24.259168857073885
NEGROS ORIENTAL,Region 7,0.32238943141334797,0.9665314538550651,0.6977558988826028,19.786169183247075
NORTHERN SAMAR,Region 8,0.3242772729775177,0.9412507413764749,2.180416389945931,26.532309539801936
NUEVA ECIJA,Region 3,0.3599233406218914,0.9751312921016809,0.23122868718725334,18.76479048473624
NUEVA VIZCAYA,Region 2,0.35233337875223303,0.9778245085781212,0.2603542178708687,12.622985924613968
OCCIDENTAL MINDORO,Region 4-B,0.31473346083189246,0.9534899621196812,0.891777172227262,9.35546589003124
ORIENTAL MINDORO,Region 4-B,0.30114887053584183,0.9718046303850184,0.3991470662255236,14.178621157068015
PALAWAN,Region 4-B,0.3232060896533312,0.9721750183845901,0.3662793272248071,16.895804480663777
PAMPANGA,Region 3,0.36933555588897476,0.9747420695073779,0.2929269890071035,14.418210002890206
PANGASINAN,Region 1,0.3640297636608998,0.9784572181796458,0.21568894852915765,24.381763473197385
QUEZON,Region 4-A,0.29015039349529176,0.9745064364688912,0.5139750768018562,32.427589168136784
QUIRINO,Region 2,0.34307270643317267,0.9728697883597814,0.35074121629908694,7.0674699355717365
RIZAL,Region 4-A,0.3270799472650408,0.9608884458371888,0.4508730239411961,10.22741091073168
ROMBLON,Region 4-B,0.328306260597044,0.9713314804273004,0.3295464496047043,8.606452232800438
SAMAR,Region 8,0.3936708104236579,0.9561851198485755,2.1278224624770914,42.76475015183845
SARANGANI,Region 12,0.3447455061864227,0.9670206780859029,0.4553214990107945,10.897885145651909
SIQUIJOR,Region 7,0.33983381409257357,0.9720298346208333,0.2690972244459098,4.795056822903745
SORSOGON,Region 5,0.3026550609069395,0.9776657190196145,0.2750926750069501,16.36213314768508
SOUTH COTABATO,Region 12,0.35845011660839005,0.9683807248946364,0.23524804377602831,10.34494409369759
SOUTHERN LEYTE,Region 8,0.4190431753493717,0.967863681030894,0.9110260293359297,23.513668426690487
SULTAN KUDARAT,Region 12,0.3939785121454725,0.9353965477225226,2.95380016739293,16.99090881766694
SULU,BARMM,0.42821337779825486,0.9362165078346025,6.071647012286182,23.520607789168544
SURIGAO DEL NORTE,Region 13,0.38487893438524234,0.9654337069302477,0.5389753919478454,13.834899472735032
SURIGAO DEL SUR,Region 13,0.38080422058096,0.9724159379738013,0.3152135721847384,11.989091501760608
TAGUIG - PATEROS,NCR,0.327289874266144,0.9372656194804166,0.3498330998184427,1.7841135870326752
TARLAC,Region 3,0.35448648976743113,0.9813643664883527,0.22897370554685026,14.210459120333738
TAWI-TAWI,BARMM,0.42635105372362214,0.8823482895027472,23.529473155441757,33.308076776480476
ZAMBALES,Region 3,0.32259758578360953,0.9754377731732687,0.1780949865272443,7.2633994092121945
ZAMBOANGA DEL NORTE,Region 9,0.38597831596089965,0.9715325306932153,0.6126928245968813,30.176545933599208
ZAMBOANGA DEL SUR,Region 9,0.4004769189606188,0.9654563987099977,1.8333879414319922,38.53399689397699
ZAMBOANGA SIBUGAY,Region 9,0.3661420622947005,0.964897175281459,0.693537884154735,16.172025135509276
